trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights,transport_mode,accommodation_type,visa_type,booking_channel,advance_booking_days,budget_per_person_usd,total_trip_spend_usd,restaurant_spend_per_day_usd,attractions_visited,local_transport_used,travel_insurance,repeat_visitor,overall_satisfaction,trip_rating,safety_perception,language_barrier,wifi_satisfaction,would_recommend,social_media_shared,eco_friendly_choices,carbon_footprint_kg_co2,currency_satisfaction,health_safety_compliance
TRP0009006,2022,1,Winter (Dec-Feb),Italy,Greece,Family Visit,Business Traveler,1,10,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,81,1539.96,1539.96,52.23,6,Public Transport,No,No,Very Satisfied,5,Very Safe,Severe,Poor,Probably,Facebook,No,417.6,Very Favorable,Full
TRP0009007,2021,11,Spring (Mar-May),Mexico,UK,Leisure/Tourism,Couple,2,3,Air,Guesthouse,Embassy Visa,Corporate Booking,59,1534.14,3068.28,36.3,3,Public Transport,No,No,Satisfied,4,Neutral,None,Excellent,Probably Not,Facebook,No,1011.7,Neutral,Full
TRP0009008,2022,12,Spring (Mar-May),Canada,Canada,Education,Business Traveler,1,36,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,33,8567.43,8567.43,116.02,5,Public Transport,No,No,Dissatisfied,5,Unsafe,None,Average,Probably Not,TikTok,Yes,744.1,Very Favorable,Full
TRP0009009,2020,1,Winter (Dec-Feb),Spain,Switzerland,Leisure/Tourism,Business Traveler,1,14,Air,4-Star Hotel,Embassy Visa,Corporate Booking,53,3046.81,3046.81,71.77,4,Public Transport,No,Yes,Neutral,5,Safe,Mild,Good,Definitely,TikTok,No,474.9,Neutral,Full
TRP0009010,2023,1,Winter (Dec-Feb),Germany,UAE,Leisure/Tourism,Backpacker,2,5,Air,4-Star Hotel,Visa on Arrival,Direct Hotel/Airline,8,1442.24,2884.48,133.48,9,Walking/Cycling,Yes,No,Very Satisfied,4,Safe,Mild,Good,Definitely Not,Instagram,No,653.6,Neutral,Full
TRP0009011,2024,8,Summer (Jun-Aug),Mexico,Malaysia,Business,Family,3,3,Air,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,16,291.82,875.46,49.11,7,Taxi/Ride-share,No,Yes,Very Dissatisfied,2,Very Safe,None,Excellent,Probably,YouTube,Yes,2589.6,Unfavorable,Partial
TRP0009012,2019,11,Autumn (Sep-Nov),Italy,Japan,Education,Family,3,135,Rail,Resort,Embassy Visa,Direct Hotel/Airline,34,7991.38,23974.14,94.33,5,Public Transport,Yes,No,Satisfied,4,Unsafe,None,Good,Definitely,TikTok,Partially,32.6,Neutral,Partial
TRP0009013,2024,8,Spring (Mar-May),Germany,New Zealand,Adventure/Sports,Family,5,3,Air,3-Star Hotel,E-Visa,Online Travel Agency,60,1815.35,9076.75,184.56,7,Taxi/Ride-share,No,Yes,Very Satisfied,4,Neutral,Moderate,Good,Maybe,None,No,1542.2,Unfavorable,Full
TRP0009014,2024,3,Spring (Mar-May),Italy,Spain,Leisure/Tourism,Business Traveler,1,11,Road,3-Star Hotel,E-Visa,Online Travel Agency,14,2186.23,2186.23,175.79,5,Public Transport,Yes,No,Very Satisfied,4,Very Unsafe,None,Good,Probably,None,Partially,121.1,Unfavorable,Partial
TRP0009015,2023,12,Summer (Jun-Aug),Spain,France,Business,Couple,1,5,Air,4-Star Hotel,Visa on Arrival,Mobile App,28,2353.53,2353.53,61.82,3,Public Transport,No,No,Satisfied,3,Very Safe,Moderate,Average,Maybe,None,Yes,120.0,Very Favorable,Full
TRP0009016,2023,4,Autumn (Sep-Nov),Spain,UAE,Medical Tourism,Couple,2,20,Air,4-Star Hotel,Visa-Free,Mobile App,32,2716.75,5433.5,49.29,1,Boat,Yes,No,Very Satisfied,4,Unsafe,Moderate,Excellent,Probably,None,Yes,648.9,Unfavorable,Partial
TRP0009017,2022,4,Summer (Jun-Aug),Brazil,Canada,Adventure/Sports,Backpacker,1,11,Road,Budget Hotel/Hostel,E-Visa,Travel Agent,28,288.86,288.86,46.72,4,Taxi/Ride-share,Yes,No,Neutral,3,Very Safe,None,Average,Definitely,TikTok,Yes,121.8,Favorable,None
TRP0009018,2023,6,Winter (Dec-Feb),France,Egypt,Cultural Exchange,Couple,1,7,Air,3-Star Hotel,E-Visa,Online Travel Agency,20,1554.0,1554.0,207.89,6,Taxi/Ride-share,No,No,Very Satisfied,5,Neutral,None,No WiFi,Definitely,Instagram,No,792.6,Very Unfavorable,Full
TRP0009019,2023,2,Winter (Dec-Feb),France,Malaysia,Religious/Pilgrimage,Family,6,17,Ferry,Guesthouse,E-Visa,Online Travel Agency,77,948.51,5691.06,40.93,2,Tour Bus,No,No,Satisfied,3,Very Safe,Moderate,Good,Probably Not,Twitter/X,No,838.3,Favorable,Partial
TRP0009020,2021,3,Spring (Mar-May),UAE,Canada,Leisure/Tourism,Family,3,10,Road,4-Star Hotel,Visa-Free,Direct Hotel/Airline,38,611.78,1835.34,27.04,4,Public Transport,Yes,No,Satisfied,5,Very Safe,Severe,Average,Definitely,TikTok,Partially,433.9,Neutral,Partial
TRP0009021,2024,10,Winter (Dec-Feb),Turkey,Switzerland,Business,Solo,1,3,Air,Airbnb/Vacation Rental,Visa on Arrival,Online Travel Agency,135,2062.11,2062.11,62.0,6,Public Transport,No,No,Satisfied,4,Neutral,None,No WiFi,Maybe,Instagram,No,712.1,Favorable,Full
TRP0009022,2022,2,Summer (Jun-Aug),Germany,UAE,Family Visit,Solo,1,8,Air,3-Star Hotel,Visa-Free,Travel Agent,98,532.73,532.73,34.01,6,Taxi/Ride-share,Yes,Yes,Neutral,5,Safe,None,No WiFi,Definitely,Facebook,No,211.0,Neutral,Partial
TRP0009023,2024,5,Winter (Dec-Feb),Mexico,USA,Leisure/Tourism,Business Traveler,1,14,Rail,4-Star Hotel,E-Visa,Online Travel Agency,14,3019.75,3019.75,57.27,3,Tour Bus,Yes,No,Very Satisfied,3,Unsafe,Severe,Poor,Maybe,TikTok,Yes,54.6,Favorable,None
TRP0009024,2021,4,Summer (Jun-Aug),South Korea,Australia,Leisure/Tourism,Couple,1,17,Road,5-Star Hotel,E-Visa,Online Travel Agency,162,2290.34,2290.34,74.76,6,Taxi/Ride-share,No,Yes,Very Satisfied,4,Safe,None,Good,Probably,TikTok,No,84.4,Favorable,Partial
TRP0009025,2020,1,Spring (Mar-May),Saudi Arabia,France,Family Visit,Couple,1,10,Air,4-Star Hotel,E-Visa,Mobile App,34,699.08,699.08,23.67,1,Tour Bus,Yes,No,Satisfied,5,Very Safe,None,Good,Probably Not,TikTok,Partially,377.8,Very Unfavorable,Full
TRP0009026,2023,10,Spring (Mar-May),India,Thailand,Digital Nomad,Family,4,15,Air,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,27,785.28,3141.12,48.45,7,Walking/Cycling,Yes,Yes,Satisfied,4,Very Safe,Mild,Excellent,Definitely,Instagram,Yes,1060.2,Favorable,Partial
TRP0009027,2022,12,Summer (Jun-Aug),Canada,France,Digital Nomad,Family,6,77,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,24,697.92,4187.52,243.76,2,Public Transport,Yes,No,Satisfied,5,Safe,Moderate,Average,Maybe,Instagram,No,1553.8,Favorable,Partial
TRP0009028,2023,2,Summer (Jun-Aug),USA,Singapore,Honeymoon,Business Traveler,1,11,Air,Resort,Visa on Arrival,Mobile App,16,2016.52,2016.52,163.72,6,Public Transport,No,Yes,Very Satisfied,4,Very Safe,None,Good,Probably Not,Instagram,Partially,869.4,Unfavorable,Partial
TRP0009029,2019,6,Winter (Dec-Feb),USA,Thailand,Leisure/Tourism,Family,4,16,Road,Camping/Glamping,Visa-Free,Travel Agent,37,1084.46,4337.84,163.74,3,Public Transport,Yes,No,Dissatisfied,4,Neutral,Moderate,Poor,Definitely,Instagram,No,417.3,Favorable,Full
TRP0009030,2023,9,Summer (Jun-Aug),UAE,Egypt,Digital Nomad,Solo,1,16,Air,4-Star Hotel,E-Visa,Direct Hotel/Airline,53,1079.6,1079.6,110.45,7,Taxi/Ride-share,Yes,No,Very Satisfied,2,Safe,Moderate,Good,Maybe,Facebook,No,264.2,Unfavorable,Partial
TRP0009031,2019,9,Spring (Mar-May),South Korea,UAE,Adventure/Sports,Backpacker,1,13,Air,Budget Hotel/Hostel,Visa-Free,Travel Agent,34,187.97,187.97,265.85,6,Rental Car,Yes,No,Very Satisfied,5,Very Safe,Moderate,Good,Definitely,Instagram,No,898.2,Unfavorable,Full
TRP0009032,2021,12,Summer (Jun-Aug),Italy,Switzerland,Digital Nomad,Backpacker,1,68,Air,4-Star Hotel,E-Visa,Mobile App,137,3911.38,3911.38,43.78,5,Taxi/Ride-share,Yes,Yes,Very Satisfied,3,Unsafe,Moderate,Excellent,Definitely Not,Instagram,Yes,329.6,Favorable,Full
TRP0009033,2024,3,Spring (Mar-May),Australia,New Zealand,Leisure/Tourism,Business Traveler,1,19,Rail,Camping/Glamping,E-Visa,Travel Agent,28,831.77,831.77,118.01,3,Taxi/Ride-share,Yes,No,Neutral,3,Neutral,Mild,No WiFi,Probably,TikTok,Partially,52.6,Favorable,None
TRP0009034,2024,6,Summer (Jun-Aug),India,Indonesia,Religious/Pilgrimage,Business Traveler,1,5,Air,5-Star Hotel,E-Visa,Direct Hotel/Airline,37,7834.41,7834.41,116.32,1,Tour Bus,Yes,Yes,Satisfied,5,Safe,Moderate,Good,Maybe,None,No,219.7,Very Unfavorable,Full
TRP0009035,2024,7,Winter (Dec-Feb),Turkey,Japan,Honeymoon,Backpacker,2,15,Rail,Airbnb/Vacation Rental,E-Visa,Mobile App,15,1714.04,3428.08,25.2,3,Taxi/Ride-share,No,No,Neutral,5,Neutral,None,Good,Maybe,Instagram,Partially,23.5,Favorable,Partial
TRP0009036,2021,9,Winter (Dec-Feb),Australia,USA,Leisure/Tourism,Solo,1,15,Air,4-Star Hotel,Embassy Visa,Online Travel Agency,62,5619.38,5619.38,85.22,5,Taxi/Ride-share,No,No,Neutral,3,Safe,Mild,Excellent,Probably Not,Multiple Platforms,No,546.7,Neutral,Partial
TRP0009037,2019,12,Autumn (Sep-Nov),Mexico,Egypt,Education,Group Tour,29,79,Air,Budget Hotel/Hostel,E-Visa,Direct Hotel/Airline,31,386.56,11210.24,59.21,7,Taxi/Ride-share,No,Yes,Dissatisfied,5,Very Safe,Mild,Average,Probably,Multiple Platforms,Yes,4107.9,Neutral,Full
TRP0009038,2023,10,Winter (Dec-Feb),Netherlands,Singapore,Religious/Pilgrimage,Family,6,14,Air,Budget Hotel/Hostel,Visa-Free,Mobile App,33,538.14,3228.84,35.24,6,Walking/Cycling,Yes,No,Very Satisfied,3,Very Safe,Severe,Excellent,Definitely,Multiple Platforms,No,5086.7,Favorable,Partial
TRP0009039,2019,5,Winter (Dec-Feb),Brazil,Turkey,Digital Nomad,Family,5,22,Air,Camping/Glamping,E-Visa,Travel Agent,44,320.99,1604.95,27.59,1,Rental Car,Yes,No,Satisfied,3,Neutral,Mild,Excellent,Definitely,Instagram,Partially,3503.9,Neutral,None
TRP0009040,2022,1,Winter (Dec-Feb),UAE,New Zealand,Leisure/Tourism,Family,4,14,Rail,Guesthouse,E-Visa,Online Travel Agency,60,1797.99,7191.96,160.68,6,Taxi/Ride-share,Yes,Yes,Neutral,4,Neutral,None,Good,Definitely Not,None,Yes,106.0,Very Favorable,None
TRP0009041,2021,2,Winter (Dec-Feb),South Korea,Japan,Religious/Pilgrimage,Couple,1,18,Air,Guesthouse,E-Visa,Travel Agent,114,1140.05,1140.05,156.36,10,Taxi/Ride-share,No,No,Very Satisfied,4,Very Safe,None,Good,Definitely,Facebook,Partially,170.3,Neutral,None
TRP0009042,2023,5,Spring (Mar-May),Saudi Arabia,Malaysia,Leisure/Tourism,Family,4,14,Road,5-Star Hotel,Visa-Free,Travel Agent,30,9687.96,38751.84,169.64,5,Public Transport,Yes,No,Neutral,1,Very Safe,Mild,Average,Maybe,Facebook,No,208.8,Unfavorable,Full
TRP0009043,2020,10,Autumn (Sep-Nov),France,Maldives,Medical Tourism,Group Tour,13,11,Air,3-Star Hotel,E-Visa,Online Travel Agency,65,3093.52,40215.76,54.21,3,Tour Bus,No,Yes,Very Satisfied,4,Safe,None,Good,Definitely,Facebook,No,8978.2,Favorable,Full
TRP0009044,2020,2,Spring (Mar-May),Canada,USA,Adventure/Sports,Couple,2,18,Air,3-Star Hotel,E-Visa,Direct Hotel/Airline,29,5361.79,10723.58,39.36,1,Rental Car,Yes,Yes,Satisfied,4,Very Safe,Moderate,Average,Definitely,Multiple Platforms,No,371.4,Favorable,Full
TRP0009045,2024,5,Autumn (Sep-Nov),Canada,Singapore,Leisure/Tourism,Solo,1,14,Air,Budget Hotel/Hostel,E-Visa,Direct Hotel/Airline,12,1093.94,1093.94,120.24,5,Taxi/Ride-share,Yes,No,Very Satisfied,5,Very Safe,None,Excellent,Definitely,TikTok,No,589.3,Neutral,Partial
TRP0009046,2023,10,Summer (Jun-Aug),USA,Switzerland,Religious/Pilgrimage,Backpacker,1,19,Rail,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,24,580.36,580.36,173.59,3,Rental Car,No,No,Very Satisfied,4,Very Safe,None,Excellent,Probably,Facebook,No,57.0,Unfavorable,Partial
TRP0009047,2022,11,Autumn (Sep-Nov),India,USA,Education,Couple,2,176,Rail,3-Star Hotel,Visa on Arrival,Mobile App,61,1162.9,2325.8,17.0,4,Walking/Cycling,No,No,Satisfied,4,Safe,None,Excellent,Probably,Multiple Platforms,Partially,80.7,Neutral,Full
TRP0009048,2022,4,Winter (Dec-Feb),India,France,Leisure/Tourism,Family,5,11,Air,5-Star Hotel,Visa on Arrival,Corporate Booking,154,2499.01,12495.05,97.42,6,Public Transport,No,No,Very Satisfied,4,Neutral,None,Excellent,Maybe,Facebook,No,474.1,Favorable,Full
TRP0009049,2022,3,Winter (Dec-Feb),Spain,Malaysia,Adventure/Sports,Group Tour,23,10,Cruise Ship,Budget Hotel/Hostel,E-Visa,Travel Agent,26,373.76,8596.48,175.4,5,Tour Bus,No,No,Very Satisfied,4,Neutral,Mild,Good,Definitely,TikTok,No,7372.7,Unfavorable,Partial
TRP0009050,2024,5,Autumn (Sep-Nov),Saudi Arabia,Australia,Leisure/Tourism,Family,3,14,Air,3-Star Hotel,Visa-Free,Corporate Booking,23,693.39,2080.17,54.16,6,Taxi/Ride-share,Yes,No,Very Satisfied,4,Very Safe,None,Average,Probably,Twitter/X,Partially,846.3,Favorable,Full
TRP0009051,2024,4,Spring (Mar-May),South Korea,USA,Leisure/Tourism,Couple,2,15,Air,Airbnb/Vacation Rental,E-Visa,Direct Hotel/Airline,44,1302.47,2604.94,167.01,9,Public Transport,No,Yes,Neutral,4,Very Safe,Moderate,Average,Probably,YouTube,No,977.2,Very Unfavorable,Full
TRP0009052,2019,8,Spring (Mar-May),Australia,UK,Business,Family,3,4,Air,5-Star Hotel,Embassy Visa,Direct Hotel/Airline,5,16849.49,50548.47,148.12,5,Public Transport,Yes,No,Dissatisfied,2,Safe,None,Good,Definitely,TikTok,No,1887.0,Very Favorable,Full
TRP0009053,2022,2,Winter (Dec-Feb),Germany,UK,Leisure/Tourism,Couple,2,14,Air,Airbnb/Vacation Rental,Visa on Arrival,Travel Agent,27,469.91,939.82,11.9,4,Taxi/Ride-share,Yes,No,Satisfied,2,Neutral,Mild,Good,Probably,Instagram,No,1666.8,Favorable,Partial
TRP0009054,2024,6,Winter (Dec-Feb),China,Greece,Leisure/Tourism,Couple,2,6,Air,Camping/Glamping,Visa-Free,Direct Hotel/Airline,21,843.24,1686.48,191.74,2,Public Transport,No,Yes,Dissatisfied,5,Unsafe,None,Poor,Definitely,Instagram,Yes,895.2,Favorable,None
TRP0009055,2019,9,Spring (Mar-May),Saudi Arabia,UK,Business,Group Tour,17,5,Air,Airbnb/Vacation Rental,Embassy Visa,Travel Agent,27,2107.27,35823.59,54.33,3,Tour Bus,No,Yes,Very Satisfied,2,Safe,Moderate,Good,Probably Not,Facebook,Yes,3374.8,Neutral,Full
TRP0009056,2022,5,Winter (Dec-Feb),UK,Turkey,Leisure/Tourism,Solo,1,8,Air,Camping/Glamping,E-Visa,Online Travel Agency,16,1518.06,1518.06,10.62,6,Public Transport,Yes,Yes,Very Satisfied,4,Safe,Moderate,Good,Definitely,Instagram,No,648.1,Very Favorable,Full
TRP0009057,2023,5,Summer (Jun-Aug),China,Spain,Family Visit,Backpacker,1,7,Cruise Ship,3-Star Hotel,Visa-Free,Online Travel Agency,59,1812.87,1812.87,37.53,8,Public Transport,No,No,Very Satisfied,5,Safe,None,Average,Probably,Facebook,Partially,499.9,Very Unfavorable,Full
TRP0009058,2020,12,Winter (Dec-Feb),India,Switzerland,Leisure/Tourism,Family,3,14,Air,Budget Hotel/Hostel,Visa-Free,Corporate Booking,38,1113.15,3339.45,144.83,6,Tour Bus,Yes,No,Satisfied,2,Unsafe,None,Good,Definitely,YouTube,Partially,355.8,Very Favorable,Partial
TRP0009059,2020,2,Summer (Jun-Aug),Netherlands,USA,Business,Solo,1,6,Rail,3-Star Hotel,E-Visa,Mobile App,64,1116.98,1116.98,153.96,6,Taxi/Ride-share,No,No,Very Satisfied,4,Unsafe,Mild,Average,Probably,Instagram,Partially,45.2,Unfavorable,Partial
TRP0009060,2022,2,Spring (Mar-May),Netherlands,Spain,Business,Business Traveler,1,3,Rail,4-Star Hotel,Embassy Visa,Online Travel Agency,31,1512.44,1512.44,91.48,3,Public Transport,Yes,No,Satisfied,3,Safe,Mild,Excellent,Probably,Instagram,Partially,20.2,Unfavorable,Partial
TRP0009061,2024,10,Summer (Jun-Aug),South Korea,New Zealand,Religious/Pilgrimage,Couple,1,19,Air,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,77,913.29,913.29,41.23,1,Tour Bus,Yes,Yes,Dissatisfied,2,Unsafe,Mild,Excellent,Probably,None,No,125.1,Neutral,Partial
TRP0009062,2024,9,Summer (Jun-Aug),Spain,Thailand,Religious/Pilgrimage,Family,4,12,Road,3-Star Hotel,E-Visa,Corporate Booking,68,970.83,3883.32,147.23,7,Tour Bus,No,No,Very Satisfied,5,Neutral,Moderate,Excellent,Definitely,Facebook,Partially,589.9,Favorable,Full
TRP0009063,2023,7,Autumn (Sep-Nov),UAE,Greece,Honeymoon,Couple,2,10,Cruise Ship,Resort,Embassy Visa,Online Travel Agency,4,4612.56,9225.12,104.57,3,Tour Bus,Yes,No,Dissatisfied,4,Safe,None,Average,Definitely,Multiple Platforms,No,866.1,Unfavorable,Full
TRP0009064,2023,5,Autumn (Sep-Nov),Pakistan,Turkey,Business,Family,6,2,Air,Airbnb/Vacation Rental,E-Visa,Direct Hotel/Airline,104,2838.6,17031.6,41.6,1,Taxi/Ride-share,No,Yes,Neutral,5,Very Safe,Mild,Good,Probably,TikTok,No,2027.8,Very Favorable,Full
TRP0009065,2024,7,Autumn (Sep-Nov),Spain,UK,Family Visit,Couple,2,8,Air,3-Star Hotel,Visa-Free,Travel Agent,6,1096.98,2193.96,34.01,2,Public Transport,No,Yes,Neutral,4,Very Safe,None,Excellent,Definitely,Instagram,Yes,723.8,Favorable,Partial
TRP0009066,2024,4,Autumn (Sep-Nov),UAE,UK,Education,Solo,1,137,Air,3-Star Hotel,Visa-Free,Online Travel Agency,105,813.63,813.63,20.65,5,Tour Bus,Yes,No,Satisfied,4,Neutral,Mild,Poor,Definitely,Instagram,Yes,217.2,Unfavorable,Partial
TRP0009067,2023,4,Summer (Jun-Aug),Netherlands,UK,Education,Solo,1,43,Air,3-Star Hotel,Visa on Arrival,Travel Agent,21,1521.55,1521.55,25.78,5,Public Transport,Yes,No,Satisfied,3,Safe,None,Excellent,Definitely,Facebook,Yes,636.4,Neutral,Full
TRP0009068,2024,11,Autumn (Sep-Nov),Brazil,Singapore,Family Visit,Couple,1,13,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,7,969.12,969.12,25.14,3,Boat,Yes,No,Satisfied,4,Safe,Moderate,Excellent,Probably,Twitter/X,Yes,295.1,Very Favorable,Full
TRP0009069,2020,7,Summer (Jun-Aug),Brazil,New Zealand,Medical Tourism,Solo,1,17,Air,5-Star Hotel,Visa-Free,Mobile App,41,7639.38,7639.38,93.22,5,Public Transport,Yes,No,Satisfied,4,Very Safe,Mild,Average,Maybe,Instagram,Yes,701.4,Very Unfavorable,Full
TRP0009070,2023,9,Winter (Dec-Feb),Brazil,France,Leisure/Tourism,Business Traveler,1,15,Rail,Camping/Glamping,Visa-Free,Online Travel Agency,37,769.89,769.89,68.92,9,Taxi/Ride-share,No,Yes,Very Satisfied,4,Unsafe,Mild,Good,Definitely,Instagram,Partially,25.2,Very Unfavorable,Full
TRP0009071,2019,4,Autumn (Sep-Nov),Pakistan,Malaysia,Religious/Pilgrimage,Couple,1,19,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,81,1183.95,1183.95,36.99,5,Rental Car,No,No,Dissatisfied,5,Unsafe,None,Good,Definitely,Twitter/X,Yes,273.2,Favorable,Full
TRP0009072,2019,1,Spring (Mar-May),Italy,USA,Medical Tourism,Family,3,20,Air,Budget Hotel/Hostel,E-Visa,Travel Agent,34,5402.22,16206.66,70.11,9,Walking/Cycling,Yes,No,Neutral,4,Unsafe,Severe,Good,Definitely,TikTok,Partially,1151.6,Favorable,Full
TRP0009073,2024,10,Winter (Dec-Feb),India,Australia,Leisure/Tourism,Group Tour,20,6,Road,5-Star Hotel,Embassy Visa,Mobile App,156,5935.77,118715.4,41.23,5,Public Transport,Yes,No,Satisfied,4,Safe,Mild,Excellent,Probably Not,Multiple Platforms,Yes,1480.3,Favorable,Partial
TRP0009074,2024,4,Autumn (Sep-Nov),Turkey,UAE,Education,Couple,1,100,Road,3-Star Hotel,E-Visa,Mobile App,25,502.53,502.53,19.38,4,Boat,Yes,No,Satisfied,5,Safe,None,Excellent,Definitely,Facebook,Yes,96.9,Neutral,Full
TRP0009075,2020,2,Winter (Dec-Feb),India,UK,Religious/Pilgrimage,Solo,1,14,Air,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,28,441.74,441.74,49.32,3,Public Transport,Yes,Yes,Neutral,5,Neutral,Moderate,Poor,Maybe,Facebook,Partially,852.8,Neutral,Full
TRP0009076,2024,9,Spring (Mar-May),Mexico,UAE,Leisure/Tourism,Solo,1,15,Road,4-Star Hotel,E-Visa,Online Travel Agency,5,3026.18,3026.18,76.82,5,Walking/Cycling,Yes,No,Very Satisfied,4,Safe,None,Poor,Probably,Multiple Platforms,No,136.8,Very Favorable,Full
TRP0009077,2022,6,Summer (Jun-Aug),Russia,Spain,Leisure/Tourism,Couple,2,16,Cruise Ship,Budget Hotel/Hostel,Visa-Free,Mobile App,179,705.55,1411.1,25.7,5,Public Transport,Yes,Yes,Very Satisfied,3,Safe,None,Good,Definitely,None,Partially,995.2,Unfavorable,Partial
TRP0009078,2022,9,Summer (Jun-Aug),Pakistan,Morocco,Leisure/Tourism,Backpacker,1,8,Air,3-Star Hotel,Visa on Arrival,Corporate Booking,5,2389.42,2389.42,74.36,6,Rental Car,Yes,Yes,Dissatisfied,1,Safe,None,Excellent,Definitely,Multiple Platforms,Partially,756.1,Very Unfavorable,None
TRP0009079,2022,8,Summer (Jun-Aug),USA,Spain,Family Visit,Couple,1,9,Road,Budget Hotel/Hostel,E-Visa,Corporate Booking,101,1267.0,1267.0,39.79,7,Taxi/Ride-share,No,No,Neutral,3,Very Unsafe,Moderate,Average,Definitely Not,Multiple Platforms,Partially,17.7,Neutral,Partial
TRP0009080,2022,1,Winter (Dec-Feb),India,UK,Leisure/Tourism,Family,5,9,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,10,3398.35,16991.75,79.7,4,Taxi/Ride-share,No,Yes,Dissatisfied,4,Safe,Mild,Poor,Definitely,TikTok,No,2051.7,Very Favorable,Full
TRP0009081,2024,10,Autumn (Sep-Nov),UAE,Canada,Religious/Pilgrimage,Group Tour,10,15,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,10,2246.77,22467.7,75.43,2,Public Transport,Yes,No,Very Satisfied,4,Neutral,Moderate,Average,Probably,TikTok,Partially,5284.5,Favorable,Partial
TRP0009082,2024,2,Summer (Jun-Aug),Russia,Spain,Leisure/Tourism,Couple,2,13,Air,Budget Hotel/Hostel,Embassy Visa,Online Travel Agency,30,186.03,372.06,49.65,6,Tour Bus,Yes,No,Satisfied,5,Very Safe,Mild,Good,Definitely,Instagram,Yes,1734.3,Very Unfavorable,Full
TRP0009083,2023,3,Summer (Jun-Aug),Germany,UK,Business,Backpacker,1,6,Air,5-Star Hotel,Visa-Free,Direct Hotel/Airline,127,4100.56,4100.56,140.77,4,Walking/Cycling,No,No,Satisfied,4,Safe,None,No WiFi,Probably Not,Facebook,Yes,810.9,Favorable,Partial
TRP0009084,2020,10,Autumn (Sep-Nov),Brazil,Indonesia,Leisure/Tourism,Group Tour,9,8,Air,4-Star Hotel,Visa on Arrival,Travel Agent,91,3304.1,29736.9,60.33,5,Taxi/Ride-share,Yes,No,Very Satisfied,5,Neutral,None,Good,Probably,Facebook,Yes,6918.0,Favorable,Full
TRP0009085,2021,1,Autumn (Sep-Nov),Australia,Japan,Leisure/Tourism,Business Traveler,1,6,Rail,Airbnb/Vacation Rental,E-Visa,Online Travel Agency,120,720.79,720.79,160.85,6,Taxi/Ride-share,No,No,Very Satisfied,4,Safe,Severe,Excellent,Maybe,None,No,29.1,Favorable,Partial
TRP0009086,2023,11,Winter (Dec-Feb),Saudi Arabia,Turkey,Education,Business Traveler,1,103,Air,Budget Hotel/Hostel,Visa-Free,Direct Hotel/Airline,56,627.1,627.1,70.51,4,Taxi/Ride-share,Yes,No,Neutral,1,Very Safe,Severe,Good,Definitely,None,No,625.0,Very Unfavorable,Partial
TRP0009087,2019,11,Summer (Jun-Aug),UK,Spain,Leisure/Tourism,Business Traveler,1,17,Road,4-Star Hotel,E-Visa,Direct Hotel/Airline,101,2997.78,2997.78,89.66,4,Public Transport,Yes,Yes,Satisfied,4,Safe,None,Excellent,Probably,Instagram,Partially,56.0,Neutral,Full
TRP0009088,2022,12,Spring (Mar-May),Canada,UK,Honeymoon,Solo,1,18,Ferry,Budget Hotel/Hostel,Visa on Arrival,Travel Agent,32,941.48,941.48,33.33,8,Public Transport,Yes,No,Satisfied,2,Very Unsafe,Mild,Good,Probably,None,No,170.7,Unfavorable,Full
TRP0009089,2023,3,Winter (Dec-Feb),Japan,Italy,Leisure/Tourism,Solo,1,6,Air,Airbnb/Vacation Rental,Visa-Free,Travel Agent,19,1389.48,1389.48,57.89,4,Taxi/Ride-share,No,Yes,Dissatisfied,1,Safe,Moderate,Excellent,Maybe,TikTok,Yes,844.7,Neutral,Partial
TRP0009090,2022,4,Spring (Mar-May),China,USA,Leisure/Tourism,Family,6,4,Rail,4-Star Hotel,Visa-Free,Travel Agent,105,3489.18,20935.08,88.06,2,Taxi/Ride-share,Yes,Yes,Very Dissatisfied,5,Safe,Mild,Average,Definitely,Facebook,No,323.2,Unfavorable,Full
TRP0009091,2024,12,Winter (Dec-Feb),India,Greece,Adventure/Sports,Couple,1,5,Ferry,Airbnb/Vacation Rental,Visa on Arrival,Direct Hotel/Airline,46,568.45,568.45,285.84,4,Taxi/Ride-share,Yes,No,Very Satisfied,4,Very Safe,Moderate,Good,Probably Not,YouTube,Yes,109.8,Favorable,Full
TRP0009092,2023,5,Summer (Jun-Aug),France,New Zealand,Leisure/Tourism,Solo,1,18,Air,3-Star Hotel,E-Visa,Direct Hotel/Airline,43,626.66,626.66,33.94,4,Rental Car,Yes,Yes,Dissatisfied,4,Safe,Mild,Good,Probably,None,No,530.4,Very Unfavorable,Full
